Age,BCa,LiCa,LiMg,MgCa,SrCa,UCa
2005.086301,0.379864444,0.00608942,1.254704748,4.853271878,8.817912962,0.000973583
2005.247945,0.389088593,0.006081813,1.289425058,4.719323987,8.888228688,0.000996089
2005.415068,0.42646576,0.006526576,1.473206373,4.435768266,9.054362139,0.001071063
2005.582192,0.447075152,0.006769914,1.597927806,4.237564544,9.146412874,0.001135665
2005.749315,0.406423673,0.006485519,1.426747436,4.557803978,9.041327881,0.001070306
2005.916438,0.374399602,0.00605611,1.279500702,4.732943246,8.878746854,0.001006938
2006.086301,0.374102943,0.006002534,1.267909129,4.734269181,8.842153874,0.0009996
2006.247945,0.389995999,0.006126318,1.311582288,4.672611156,8.904814713,0.001018229
2006.415068,0.424419475,0.006527993,1.478267533,4.422914434,9.066024202,0.001084625
2006.582192,0.450818247,0.006818928,1.609403848,4.237251467,9.132070961,0.001140334
2006.749315,0.43948371,0.006607782,1.526218551,4.335955576,9.09010061,0.001111089
2006.916438,0.409107177,0.006305194,1.336043985,4.72889674,8.928152232,0.001012345
2007.086301,0.392907471,0.006207298,1.281666281,4.844149818,8.868644077,0.000976356
2007.247945,0.396891923,0.00630202,1.347125821,4.684026242,8.939238551,0.00101902
2007.415068,0.421029341,0.006440964,1.474728648,4.375515012,9.045311919,0.001085899
2007.582192,0.444975712,0.006657094,1.593211174,4.179701856,9.140282146,0.001143216
2007.749315,0.42357946,0.00650604,1.469789604,4.435250803,9.036726172,0.0010842
2007.916438,0.393898583,0.006223512,1.309316047,4.759287512,8.890087999,0.001008521
2008.086066,0.38768319,0.006012101,1.253254204,4.800377368,8.850551689,0.000998647
2008.25,0.401840347,0.006351468,1.419871314,4.479229275,8.976244553,0.001063974
2008.416667,0.431760147,0.006570894,1.543972064,4.258556623,9.096103523,0.001115131
2008.583333,0.44808135,0.006593691,1.570204515,4.203886792,9.130392315,0.001134818
2008.75,0.411597721,0.006402471,1.408318182,4.554441624,9.0021572,0.001055773
2008.916667,0.377698069,0.006023382,1.245653272,4.83872697,8.850252385,0.000967347
2009.086301,0.383632957,0.005978814,1.245297898,4.8015482,8.848067216,0.00097688
2009.247945,0.392424011,0.006190404,1.309643603,4.729061928,8.927667121,0.000998834
2009.415068,0.410716067,0.006490858,1.444310908,4.495722222,8.992006771,0.001057511
2009.582192,0.420130602,0.006568981,1.477564148,4.446119945,9.026517359,0.001071331
2009.749315,0.408224272,0.006532015,1.428475566,4.575613198,8.986151409,0.00104907
2009.916438,0.387402033,0.006309202,1.302678673,4.845065357,8.878844492,0.000988399
2010.086301,0.377883329,0.005960763,1.240396856,4.805885382,8.830454168,0.000987649
2010.247945,0.394224423,0.006151245,1.310784302,4.69528556,8.896629207,0.001010315
2010.415068,0.417604542,0.006407165,1.445210038,4.436412135,8.999360853,0.001048315
2010.582192,0.421527838,0.006498722,1.471929544,4.418323542,9.030364611,0.001082107
2010.749315,0.405211086,0.006436692,1.379022167,4.673006633,8.938036917,0.00103619
2010.916438,0.383089017,0.006126793,1.252880001,4.891281465,8.835202023,0.000986113
2011.086301,0.390396893,0.006158522,1.24040543,4.967035609,8.836848786,0.000976137
2011.247945,0.417586303,0.006451066,1.358503876,4.755140645,8.921156856,0.001001848
2011.415068,0.447034531,0.006665584,1.499157911,4.453458214,9.039454104,0.001077773
2011.582192,0.445925606,0.006683057,1.542624122,4.332907478,9.072150674,0.001113001
2011.749315,0.430116729,0.006589665,1.467181566,4.503566806,9.01200023,0.001076042
2011.916438,0.402811505,0.006270326,1.271076065,4.938733418,8.853534924,0.000964171
2012.086066,0.389345701,0.006063789,1.214422816,4.993256677,8.821727691,0.000943455
2012.25,0.419985958,0.006373257,1.328037307,4.807413447,8.924203919,0.000989163
2012.416667,0.458359599,0.006782693,1.525935377,4.44832947,9.068123661,0.001061999
2012.583333,0.457980244,0.006764097,1.52548043,4.436792711,9.094027947,0.001075743
2012.75,0.4267046,0.006668046,1.422713911,4.695610655,8.999333336,0.001024267
